15,Andhra,"District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,15.36,2301437,NA,985,557572,59.96,69.68,50.12,1602761,1305584,297177,2229575,1.Hindus,3688280,2.Muslims,71669,3.Christians,62227,3108,3091,3098,2293,1647
16,Andhra,"District West Godavari (15), Andhra Pradesh (28)",3803517,1910038,1893479,7.92,3052630,NA,991,96659,73.53,78.05,68.99,1678335,1425708,252627,2125182,1.Hindus,3580207,2.Christians,138363,3.Muslims,79048,845,844,845,805,576
17,Andhra,"District Krishna (16), Andhra Pradesh (28)",4187841,2117401,2070440,14.05,2844394,NA,978,107611,68.85,74.39,63.19,1841597,1575433,266164,2346244,1.Hindus,3729204,2.Muslims,265617,3.Christians,182614,948,948,948,931,642
18,Andhra,"District Guntur (17), Andhra Pradesh (28)",4465144,2250279,2214865,7.27,3179384,NA,984,208157,62.54,71.24,53.74,2190299,1869886,320413,2274845,1.Hindus,3834204,2.Muslims,487839,3.Christians,131713,694,694,694,690,584
19,Andhra,"District Prakasam (18), Andhra Pradesh (28)",3059423,1552332,1507091,10.72,2592055,NA,971,118241,57.38,69.35,45.08,1537544,1306772,230772,1521879,1.Hindus,2825681,2.Muslims,195637,3.Christians,32674,992,992,992,941,540
20,Andhra,"District Nellore (19), Andhra Pradesh (28)",2668564,1344935,1323629,11.18,2069521,NA,984,242257,65.08,73.67,56.38,1211702,985312,226390,1456862,1.Hindus,2382701,2.Muslims,248676,3.Christians,31593,1110,1110,1110,1053,520
21,Andhra,"District Cuddapah (20), Andhra Pradesh (28)",2601797,1318093,1283704,13.48,2014044,NA,974,61371,62.83,75.83,49.54,1165566,931847,233719,1436231,1.Hindus,2181572,2.Muslims,386900,3.Christians,28978,876,875,875,853,432
22,Andhra,"District Kurnool (21), Andhra Pradesh (28)",3529494,1796214,1733280,18.14,2712030,NA,965,69635,53.22,65.96,40.03,1745220,1500598,244622,1784274,1.Hindus,2910182,2.Muslims,572404,3.Christians,40581,884,884,884,877,634
23,Andhra,"District Anantapur (22), Andhra Pradesh (28)",3640478,1859588,1780890,14.31,2720915,NA,958,127161,56.13,68.38,43.34,1777536,1471218,306318,1862942,1.Hindus,3225156,2.Muslims,389201,3.Christians,20770,925,925,925,900,595
24,Andhra,"District Chittoor (23), Andhra Pradesh (28)",3745875,1889690,1856185,14.54,2934845,NA,982,128085,66.77,77.62,55.78,1752979,1462690,290289,1992896,1.Hindus,3368878,2.Muslims,342965,3.Christians,28337,1480,1479,1480,1365,683
25,ArunachalPradesh,"District Tawang (01), Arunachal Pradesh (12)",38924,21846,17078,22.69,30548,8376,782,29191,47.32,60.32,30.04,21727,18134,3593,17197,1.Buddhists,29083,2.Hindus,8440,3.Sikhs,420,180,180,173,63,23
26,ArunachalPradesh,"District West Kameng (02), Arunachal Pradesh (12)",74599,42542,32057,32.21,67906,6693,754,36951,60.76,70.29,47.46,34362,28850,5512,40237,1.Buddhists,33104,2.Hindus,32125,3.Others,4750,213,213,168,97,47
27,ArunachalPradesh,"District East Kameng (03), Arunachal Pradesh (12)",57179,28802,28377,13.24,42177,15002,985,49585,40.64,52.36,28.59,25949,23543,2406,31230,1.Others,31538,2.Christians,14550,3.Hindus,9943,310,309,44,128,89
28,ArunachalPradesh,"District Papum Pare * (04), Arunachal Pradesh (12)",122003,64184,57819,67.21,59961,62042,901,69007,69.32,77.27,60.35,44132,38401,5731,77871,1.Hindus,51026,2.Christians,36574,3.Others,25395,267,267,60,69,17
29,ArunachalPradesh,"District Lower Subansiri (05), Arunachal Pradesh (12)",98244,49542,48702,17.37,85860,12384,983,88512,44.79,53.37,36.01,45405,37473,7932,52839,1.Others,62481,2.Christians,24078,3.Hindus,10493,652,652,175,147,74
30,ArunachalPradesh,"District Upper Subansiri (06), Arunachal Pradesh (12)",55346,28240,27106,9.8,39590,15756,960,49552,50.35,59.55,40.7,22415,21067,1348,32931,1.Others,45318,2.Hindus,5572,3.Christians,3240,398,398,77,141,26
31,ArunachalPradesh,"District West Siang (07), Arunachal Pradesh (12)",103918,54349,49569,15.17,82806,21112,912,84922,59.47,66.63,51.56,43085,36843,6242,60833,1.Others,61183,2.Christians,20122,3.Hindus,17711,398,398,115,221,48
32,ArunachalPradesh,"District East Siang (08), Arunachal Pradesh (12)",87397,45265,42132,21.66,65432,21965,931,60420,60.73,68.42,52.42,33552,29183,4369,53845,1.Others,43944,2.Hindus,26352,3.Christians,13406,144,144,120,116,21
33,ArunachalPradesh,"District Upper Siang * (09), Arunachal Pradesh (12)",33363,18057,15306,19.32,33363,-,848,26094,49.78,58.71,38.79,17105,15395,1710,16258,1.Others,19477,2.Hindus,6116,3.Christians,4291,92,92,42,62,11
34,ArunachalPradesh,"District Dibang Valley (10), Arunachal Pradesh (12)",57720,31442,26278,33.61,47613,10107,836,26832,58.89,67.21,48.66,25700,22086,3614,32020,1.Hindus,31700,2.Others,13992,3.Christians,6134,213,213,70,55,25
35,ArunachalPradesh,"District Lohit (11), Arunachal Pradesh (12)",143527,77314,66213,30.78,116765,26762,856,54801,56.07,65.74,44.54,60351,51049,9302,83176,1.Hindus,103151,2.Buddhists,22935,3.Christians,8253,493,493,184,160,40
36,ArunachalPradesh,"District Changlang (12), Arunachal Pradesh (12)",125422,65821,59601,30.84,113034,12388,906,45351,51.32,62.13,39.23,60045,49176,10869,65377,1.Hindus,50183,2.Buddhists,42744,3.Christians,21931,336,336,277,179,64
37,ArunachalPradesh,"District Tirap (13), Arunachal Pradesh (12)",100326,52537,47789,17.21,85032,15294,910,83940,41.73,53.36,28.84,49074,43807,5267,51252,1.Christians,50199,2.Hindus,27123,3.Others,14568,167,167,147,137,41
38,Assam,"District Kokrajhar (01), Assam (18)",905764,466191,439573,15.05,841823,NA,943,304985,51.63,60.32,42.4,334849,234771,100078,570915,NA,594168,NA,184441,NA,124270,951,951,704,906,211
39,Assam,"District Dhubri (02), Assam (18)",1637344,841044,796300,23.42,1444901,NA,947,32523,48.21,55.91,40.04,470360,399201,71159,1166984,NA,1216455,NA,405065,NA,12477,1261,1261,904,1138,374
40,Assam,"District Goalpara (03), Assam (18)",822035,420251,401784,23.07,755133,NA,956,131800,58.03,64.86,50.85,273925,209928,63997,548110,NA,441516,NA,314157,NA,64662,761,761,689,723,243
41,Assam,"District Bongaigaon (04), Assam (18)",904835,465240,439595,12.23,795053,NA,945,110696,59.33,67.67,50.44,293243,233087,60156,611592,1.Hindus,535464,2.Muslims,348573,3.Christians,18728,881,881,607,805,112
42,Assam,"District Barpeta (05), Assam (18)",1647201,848578,798623,18.53,1520333,NA,941,123266,56.24,64.83,47.07,517088,408537,108551,1130113,NA,977943,NA,662066,NA,5267,1050,1050,775,967,430
43,Assam,"District Kamrup (06), Assam (18)",2522324,1326981,1195343,25.75,1614107,NA,901,250393,74.16,81.16,66.31,842253,697810,144443,1680071,1.Hindus,1836153,2.Muslims,625002,3.Christians,44257,1342,1342,1042,1190,468
44,Assam,"District Nalbari (07), Assam (18)",1148824,592375,556449,11.98,1121338,NA,939,202577,67.23,76.56,57.26,383932,291665,92267,764892,1.Hindus,873749,2.Muslims,253842,3.Christians,18495,798,798,733,769,179
45,Assam,"District Darrang (08), Assam (18)",1504320,773861,730459,15.79,1429492,NA,944,249861,55.44,63.91,46.4,527993,404428,123565,976327,NA,868532,NA,534658,NA,97306,1319,1319,1032,1246,356
46,Assam,"District Marigaon (09), Assam (18)",776256,398926,377330,21.29,738268,NA,946,120730,58.53,65.15,51.51,262824,200132,62692,513432,1.Hindus,405302,2.Muslims,369398,3.Christians,759,592,592,389,531,219
47,Assam,"District Nagaon (10), Assam (18)",2314629,1190950,1123679,22.3,2036342,NA,944,89394,61.73,68.27,54.74,727641,566195,161446,1586988,NA,1180267,NA,1106354,NA,21473,1375,1374,1190,1257,480
48,Assam,"District Sonitpur (11), Assam (18)",1681513,871568,809945,17.8,1505719,NA,929,195083,59,67.54,49.73,634723,465283,169440,1046790,NA,1287646,NA,268078,NA,115623,1784,1784,1331,1372,235
49,Assam,"District Lakhimpur (12), Assam (18)",889010,455691,433319,18.34,823857,NA,951,208864,68.56,77.06,59.59,497745,288052,209693,391265,NA,702881,NA,143505,NA,36667,1139,1139,680,1046,211
50,Assam,"District Dhemaji (13), Assam (18)",571944,294643,277301,18.93,533112,NA,941,270496,64.48,74.41,53.86,250146,155431,94715,321798,1.Hindus,548780,2.Muslims,10533,3.Christians,6390,1236,1236,253,1068,83
51,Assam,"District Tinsukia (14), Assam (18)",1150062,601099,548963,19.52,926105,NA,913,67234,60.95,70.15,50.78,466351,349847,116504,683711,NA,1029142,NA,62403,NA,40000,1107,1107,871,936,198
52,Assam,"District Dibrugarh (15), Assam (18)",1185072,613555,571517,12.43,956634,NA,931,88337,68.96,77.3,59.95,472419,342708,129711,712653,NA,1075878,NA,53306,NA,45040,1309,1309,1195,1169,263
53,Assam,"District Sibsagar (16), Assam (18)",1051736,545476,506260,15.95,954557,NA,928,41533,74.47,81.53,66.81,430523,287319,143204,621213,NA,927706,NA,85761,NA,28488,866,866,772,825,317
54,Assam,"District Jorhat (17), Assam (18)",999221,517015,482206,15.84,827901,NA,933,123134,76.34,83.62,68.49,414348,285092,129256,584873,NA,927858,NA,47658,NA,18610,787,787,650,717,215
55,Assam,"District Golaghat (18), Assam (18)",946279,490286,455993,14.21,865141,NA,930,93920,69.38,77.14,60.99,388640,269896,118744,557639,NA,813263,NA,74808,NA,52277,1066,1066,595,769,87
56,Assam,"District Karbi Anglong (19), Assam (18)",813311,422250,391061,22.57,721381,NA,926,452963,57.7,67.22,47.3,330480,231638,98842,482831,1.Hindus,670139,2.Christians,117738,3.Muslims,18091,2633,2633,780,1209,72
57,Assam,"District North Cachar Hills (20), Assam (18)",188079,99822,88257,23.47,128644,NA,884,128428,67.62,75.67,58.39,70199,55031,15168,117880,1.Hindus,131492,2.Christians,50183,3.Muslims,4662,605,605,197,565,67
58,Assam,"District Cachar (21), Assam (18)",1444921,743042,701879,18.66,1243534,NA,945,18631,67.82,75.73,59.41,465734,364814,100920,979187,NA,886761,NA,522051,NA,31306,1020,1020,741,902,134
59,Assam,"District Karimganj (22), Assam (18)",1007976,517680,490296,21.35,934126,NA,947,2901,66.24,74.69,57.28,303294,235016,68278,704682,NA,527214,NA,470708,NA,8746,915,915,639,865,224
60,Assam,"District Hailakandi (23), Assam (18)",542872,280513,262359,20.92,498787,NA,935,821,59.64,68.24,50.46,179881,138216,41665,362991,NA,312849,NA,223191,NA,5424,327,327,268,308,110
61,Bihar,"District Pashchim Champaran (01), Bihar (10)",3043466,1600839,1442627,30.4,2733907,NA,901,44912,38.93,51.08,25.23,1154038,840563,313475,1889428,1.Hindus,2373310,2.Muslims,646597,3.Others,14304,1355,1355,344,1040,266
62,Bihar,"District Purba Champaran (02), Bihar (10)",3939773,2077047,1862726,29.27,3688687,NA,897,4812,37.54,49.31,24.27,1286843,1025654,261189,2652930,NA,3181386,NA,755005,NA,1179,1279,1279,529,1081,316
63,Bihar,"District Sheohar * (03), Bihar (10)",515961,273680,242281,36.16,494699,NA,885,64,35.27,45.28,23.86,161218,133348,27870,354743,1.Hindus,435121,2.Muslims,80076,3.Religion not stated,418,189,189,43,161,57
64,Bihar,"District Sitamarhi (04), Bihar (10)",2682720,1417611,1265109,32.58,2529407,NA,892,1786,38.46,49.36,26.13,855156,714136,141020,1827564,1.Hindus,2111476,2.Muslims,568992,3.Religion not stated,1237,802,802,302,709,216
65,Bihar,"District Madhubani (05), Bihar (10)",3575281,1840997,1734284,26.08,3450736,NA,942,1260,41.97,56.79,26.25,1227723,877412,350311,2347558,1.Hindus,2930501,2.Muslims,641579,3.Religion not stated,1477,1034,1034,437,901,232
66,Bihar,"District Supaul * (06), Bihar (10)",1732578,902207,830371,29.95,1644370,NA,920,5219,37.28,52.42,20.81,728222,526267,201955,1004356,1.Hindus,1426108,2.Muslims,302120,3.Christians,1893,526,526,151,440,104
67,Bihar,"District Araria (07), Bihar (10)",2158608,1128105,1030503,31.84,2026257,NA,913,29423,35.01,46.38,22.37,853445,657446,195999,1305163,1.Hindus,1263766,2.Muslims,887972,3.Jains,2504,713,713,129,552,60
68,Bihar,"District Kishanganj (08), Bihar (10)",1296348,669552,626796,31.5,1167340,NA,936,47116,31.09,42.71,18.63,417151,359819,57332,879197,1.Muslims,876105,2.Hindus,412995,3.Christians,2856,730,730,116,442,120
69,Bihar,"District Purnia (09), Bihar (10)",2543942,1328417,1215525,35.23,2321544,NA,915,111947,35.1,45.63,23.42,960700,782364,178336,1583242,1.Hindus,1584796,2.Muslims,935239,3.Others,14224,1103,1103,313,676,178
70,Bihar,"District Katihar (10), Bihar (10)",2392638,1246872,1145766,30.91,2174361,NA,919,140418,35.09,45.31,23.8,898326,664259,234067,1494312,1.Hindus,1363523,2.Muslims,1017495,3.Christians,4994,1290,1290,277,785,248
71,Bihar,"District Madhepura (11), Bihar (10)",1526646,797180,729466,29.45,1458679,NA,915,9295,36.07,48.8,22.11,683976,498367,185609,842670,1.Hindus,1351978,2.Muslims,173605,3.Religion not stated,494,384,384,168,311,141
72,Bihar,"District Saharsa (12), Bihar (10)",1508182,789432,718750,33.03,1383015,NA,910,4642,39.08,51.66,25.27,589467,411566,177901,918715,1.Hindus,1289364,2.Muslims,217922,3.Christians,437,441,441,127,374,63
73,Bihar,"District Darbhanga (13), Bihar (10)",3295789,1722189,1573600,30.85,3028441,NA,914,841,44.33,56.72,30.78,1028558,761464,267094,2267231,1.Hindus,2543284,2.Muslims,748971,3.Religion not stated,2245,1083,1083,490,850,271
74,Bihar,"District Muzaffarpur (14), Bihar (10)",3746714,1951466,1795248,26.74,3398361,NA,920,3472,47.95,59.1,35.81,1139830,895830,244000,2606884,1.Hindus,3168225,2.Muslims,573951,3.Religion not stated,2104,1725,1725,1021,1423,526
75,Bihar,"District Gopalganj (15), Bihar (10)",2152638,1075710,1076928,26.11,2022048,NA,1001,6157,47.48,62.96,32.16,641672,466811,174861,1510966,1.Hindus,1784275,2.Muslims,367219,3.Religion not stated,850,1383,1383,439,866,261
76,Bihar,"District Siwan (16), Bihar (10)",2714349,1336283,1378066,24.78,2564860,NA,1031,13822,51.65,67.26,36.88,730437,511578,218859,1983912,1.Hindus,2218632,2.Muslims,494176,3.Religion not stated,899,1438,1438,441,1119,254
77,Bihar,"District Saran (17), Bihar (10)",3248701,1652661,1596040,26.37,2950064,NA,966,6667,51.8,67.3,35.82,860940,644618,216322,2387761,1.Hindus,2909213,2.Muslims,337767,3.Religion not stated,758,1566,1566,544,1213,342
78,Bihar,"District Vaishali (18), Bihar (10)",2718421,1415603,1302818,26.39,2531766,NA,920,3068,50.49,63.23,36.58,782717,624452,158265,1935704,1.Hindus,2457636,2.Muslims,259158,3.Religion not stated,922,1414,1414,970,929,154
79,Bihar,"District Samastipur (19), Bihar (10)",3394793,1760692,1634101,25.63,3271338,NA,928,3362,45.13,57.59,31.67,1071974,843356,228618,2322819,1.Hindus,3035755,2.Muslims,355897,3.Religion not stated,1432,1122,1122,674,878,195
80,Bihar,"District Begusarai (20), Bihar (10)",2349366,1228874,1120492,29.11,2241743,NA,912,1505,47.98,59.13,35.64,746075,571564,174511,1603291,1.Hindus,2033039,2.Muslims,313713,3.Religion not stated,1224,729,729,457,503,167
81,Bihar,"District Khagaria (21), Bihar (10)",1280354,679267,601087,29.32,1204027,NA,885,332,41.35,51.82,29.35,467240,333262,133978,813114,1.Hindus,1147346,2.Muslims,131441,3.Others,546,241,241,114,220,124
82,Bihar,"District Bhagalpur (22), Bihar (10)",2423172,1291658,1131514,27.24,1970745,NA,876,55545,49.5,59.22,38.13,855345,580731,274614,1567827,1.Hindus,1990976,2.Muslims,423246,3.Christians,1853,935,935,445,642,229
83,Bihar,"District Banka * (23), Bihar (10)",1608773,843293,765480,24.47,1552353,NA,908,75070,42.73,55.29,28.67,636665,405608,231057,972108,1.Hindus,1409352,2.Muslims,190051,3.Others,5264,1682,1682,289,909,146
84,Bihar,"District Munger (24), Bihar (10)",1137797,607730,530067,20.34,819950,NA,872,18060,59.47,69.89,47.4,331451,233688,97763,806346,1.Hindus,1045233,2.Muslims,89791,3.Christians,1135,525,525,321,382,149
85,Bihar,"District Lakhisarai * (25), Bihar (10)",802225,417672,384553,23.94,684485,NA,921,5636,47.96,60.74,33.96,292634,226192,66442,509591,1.Hindus,766232,2.Muslims,35378,3.Sikhs,211,357,357,116,308,96
86,Bihar,"District Sheikhpura * (26), Bihar (10)",525502,273992,251510,24.96,444189,NA,918,211,48.6,61.94,33.92,194396,151504,42892,331106,1.Hindus,487021,2.Muslims,37755,3.Christians,375,268,268,130,238,72
87,Bihar,"District Nalanda (27), Bihar (10)",2370528,1238599,1131929,18.64,2016899,NA,914,970,53.19,66.44,38.58,903144,700007,203137,1467384,1.Hindus,2191552,2.Muslims,176871,3.Religion not stated,888,1000,1000,366,879,198
88,Bihar,"District Patna (28), Bihar (10)",4718592,2519942,2198650,30.17,2757060,NA,873,9236,62.92,73.34,50.83,1425647,1161984,263663,3292945,1.Hindus,4333556,2.Muslims,366164,3.Christians,8951,1288,1288,615,1199,390
89,Bihar,"District Bhojpur (29), Bihar (10)",2243144,1179611,1063533,24.58,1930730,NA,902,8337,58.96,74.29,41.8,653811,491916,161895,1589333,1.Hindus,2076589,2.Muslims,163193,3.Religion not stated,913,999,999,247,885,133
90,Bihar,"District Buxar * (30), Bihar (10)",1402396,738354,664042,29.03,1273422,NA,899,8428,56.8,71.92,39.88,408186,305398,102788,994210,1.Hindus,1309181,2.Muslims,86382,3.Buddhists,4464,819,819,318,529,95
91,Bihar,"District Kaimur (Bhabua) * (31), Bihar (10)",1289074,677623,611451,30.64,1247299,NA,902,35662,55.12,69.67,38.83,442887,312872,130015,846187,1.Hindus,1161779,2.Muslims,123048,3.Buddhists,2880,1349,1349,645,791,225
92,Bihar,"District Rohtas (32), Bihar (10)",2450748,1283485,1167263,27.71,2123942,NA,909,25663,61.29,75.31,45.71,744183,544731,199452,1706565,1.Hindus,2199049,2.Muslims,246760,3.Sikhs,2549,1710,1710,493,1185,153
93,Bihar,District Jehanabad,1514315,784946,729369,28.64,1402703,NA,929,1313,55.26,70.07,39.37,580905,422789,158116,933410,1.Hindus,1389053,2.Muslims,124149,3.Religion not stated,743,856,856,219,672,123
94,Bihar,"District Aurangabad (34), Bihar (10)",2013055,1040945,972110,30.19,1842998,NA,934,1640,57.03,71.13,41.9,671011,476390,194621,1342044,1.Hindus,1814612,2.Muslims,196030,3.Religion not stated,1161,1739,1739,527,1148,270
95,Bihar,"District Gaya (35), Bihar (10)",3473428,1792163,1681265,30.19,2997479,NA,938,2945,50.45,63.27,36.66,1277639,994459,283180,2195789,1.Hindus,3063841,2.Muslims,403439,3.Religion not stated,1622,2680,2680,539,1635,278
96,Bihar,"District Nawada (36), Bihar (10)",1809696,929960,879736,33.08,1671253,NA,946,2158,46.83,60.58,32.17,674377,507934,166443,1135319,1.Hindus,1604223,2.Muslims,204457,3.Religion not stated,354,964,964,509,749,156
97,Bihar,"District Jamui * (37), Bihar (10)",1398796,729138,669658,32.9,1295552,NA,918,67357,42.43,57.06,26.32,596617,392536,204081,802179,1.Hindus,1212941,2.Muslims,170334,3.Others,9511,1314,1314,270,706,124
98,Chhattisgarh,"District Koriya * (01), Chhattisgarh (22)",586327,301251,285076,16.91,411536,NA,946,260040,63.09,75.68,49.73,279826,181837,97989,306501,1.Hindus,549179,2.Muslims,22535,3.Christians,7570,650,650,405,562,48
99,Chhattisgarh,"District Surguja (02), Chhattisgarh (22)",1972094,1000050,972044,24.58,1834913,NA,972,1076669,54.79,67.63,41.57,982041,605013,377028,990053,1.Hindus,1823285,2.Christians,72380,3.Muslims,63685,1769,1745,1432,1713,508
100,Chhattisgarh,"District Jashpur * (03), Chhattisgarh (22)",743160,371697,371463,12.71,708965,NA,999,469953,63.77,75.16,52.44,397898,261952,135946,345262,1.Hindus,559984,2.Christians,169609,3.Muslims,11720,764,760,550,749,304
101,Chhattisgarh,"District Raigarh (04), Chhattisgarh (22)",1265529,634597,630932,18.68,1096073,NA,994,447703,70.16,82.7,57.62,601564,430725,170839,663965,1.Hindus,1212180,2.Christians,36098,3.Muslims,12637,1433,1410,1385,1350,279
102,Chhattisgarh,"District Korba * (05), Chhattisgarh (22)",1011823,515147,496676,22.55,644860,NA,964,419889,61.71,75.86,46.99,431002,302248,128754,580821,1.Hindus,949774,2.Muslims,21761,3.Christians,17641,710,707,563,674,214
103,Chhattisgarh,"District Janjgir - Champa* (06), Chhattisgarh (22)",1317431,659388,658043,18.55,1172112,NA,998,153069,65.94,81.82,50.14,575923,411510,164413,741508,1.Hindus,1299831,2.Muslims,11857,3.Christians,2489,889,888,882,871,308
104,Chhattisgarh,"District Bilaspur (07), Chhattisgarh (22)",1998355,1013875,984480,17.59,1511661,NA,971,397104,63.51,78.43,48.17,857577,630504,227073,1140778,1.Hindus,1904580,2.Muslims,45342,3.Others,19325,1579,1545,1494,1426,452
105,Chhattisgarh,"District Kawardha * (08), Chhattisgarh (22)",584552,291963,292589,13.86,539660,NA,1002,121957,55.15,71,39.47,291648,231030,60618,292904,1.Hindus,554542,2.Others,17133,3.Muslims,9421,956,952,774,785,162
106,Chhattisgarh,"District Rajnandgaon (09), Chhattisgarh (22)",1283224,634342,648882,17.7,1051577,NA,1023,341688,77.21,87.17,67.55,649401,558996,90405,633823,1.Hindus,1215492,2.Buddhists,28020,3.Muslims,21035,1605,1595,1550,1484,343
107,Chhattisgarh,"District Durg (10), Chhattisgarh (22)",2810436,1417893,1392543,16.88,1738127,NA,982,348801,75.62,86.43,64.64,1162833,965624,197209,1647603,1.Hindus,2654202,2.Muslims,70398,3.Sikhs,23399,1776,1762,1737,1698,669
108,Chhattisgarh,"District Raipur (11), Chhattisgarh (22)",3016930,1523925,1493005,18.97,2099312,NA,980,365273,68.51,81.97,54.81,1264663,961507,303156,1752267,1.Hindus,2881933,2.Muslims,77963,3.Christians,16857,2124,2101,1955,1987,696
109,Chhattisgarh,"District Mahasamund * (12), Chhattisgarh (22)",860257,426201,434056,8.72,762577,NA,1018,232485,67.01,81.08,53.3,411747,300907,110840,448510,1.Hindus,838906,2.Muslims,11076,3.Christians,5091,1111,1103,1068,1014,279
110,Chhattisgarh,"District Dhamtari * (13), Chhattisgarh (22)",706591,352524,354067,19.72,613007,NA,1004,185515,74.89,86.51,63.39,354230,268236,85994,352361,1.Hindus,689554,2.Muslims,8933,3.Jains,3423,629,628,557,575,261
111,Chhattisgarh,"District Kanker * (14), Chhattisgarh (22)",650934,324636,326298,18.84,619549,NA,1005,365031,72.93,82.72,63.25,351859,252484,99375,299075,1.Hindus,633925,2.Others,5859,3.Muslims,5253,1068,1043,849,949,93
112,Chhattisgarh,"District Bastar (15), Chhattisgarh (22)",1306673,649801,656872,18.28,1176652,NA,1011,866488,43.91,56.32,31.64,687415,407252,280163,619258,1.Hindus,1265787,2.Christians,17379,3.Muslims,10335,1461,1375,1105,1230,281
113,Chhattisgarh,"District Dantewada* (16), Chhattisgarh (22)",719487,356928,362559,15.56,667475,NA,1016,564931,30.17,39.75,20.75,380244,284770,95474,339243,1.Hindus,696516,2.Others,8644,3.Christians,6213,1220,1204,578,1006,201
114,Chandigarh,"District Chandigarh (01), Chandigarh (04)",900635,506938,393697,40.33,92120,NA,777,-,81.94,86.14,76.47,340422,328989,11433,560213,1.Hindus,707978,2.Sikhs,145175,3.Muslims,35548,23,23,23,18,18
115,D & n haweli,"District Diu (01), Daman & Diu (25)",44215,20878,23337,11.71,22637,NA,1118,116,71.38,84.39,60.09,13862,11404,2458,30353,1.Hindus,41235,2.Muslims,2719,3.Christians,202,2,2,2,2,2
116,D & n haweli,"District Daman (02), Daman & Diu (25)",113989,71634,42355,83.49,78219,NA,591,13881,80.65,87.38,68.6,58929,56118,2811,55060,1.Hindus,100666,2.Muslims,9562,3.Christians,3160,21,21,21,20,21
117,Delhi,District North West,2860869,1571689,1289180,60.12,265363,NA,820,-,80.57,86.67,73.08,919439,872142,47297,1941430,1.Hindus,2540491,2.Muslims,173409,3.Sikhs,91723,62,62,62,57,44
118,Delhi,District North,781525,427882,353643,13.3,46585,NA,826,-,80.1,84.64,74.54,256596,244890,11706,524929,1.Hindus,609493,2.Muslims,126093,3.Sikhs,20819,5,5,4,3,3
